ENGENHEIRO/ ARQUITETO SÊNIOR ;MOED-4370 ;109,84;109,84;114,54;6,0000000;659,04;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;18,0000000;756,72;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;18,0000000;464,22;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;38,0000000;3.691,70;
ENGENHEIRO/ ARQUITETO SÊNIOR ;MOED-4370 ;109,84;109,84;114,54;4,0000000;439,36;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;12,0000000;504,48;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;12,0000000;309,48;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;11,0000000;1.068,65;
ENGENHEIRO/ ARQUITETO SÊNIOR ;MOED-4370 ;109,84;109,84;114,54;1,0000000;109,84;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;6,0000000;252,24;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;6,0000000;154,74;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;51,0000000;4.954,65;
ENGENHEIRO/ ARQUITETO SÊNIOR ;MOED-4370 ;109,84;109,84;114,54;7,0000000;768,88;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;20,0000000;840,80;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;20,0000000;515,80;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
