
693;163,65;37,65;201,30;
694;163,65;37,65;201,30;
695;208,29;47,92;256,21;
696;243,61;56,05;299,66;
697;245,75;56,54;302,29;
698;353,01;81,22;434,23;
699;357,23;82,19;439,42;
700;359,37;82,69;442,06;
701;562,61;129,45;692,06;
702;666,08;153,26;819,34;
703;668,22;153,75;821,97;
704;808,65;186,07;994,72;
705;1.503,43;345,93;1.849,36;
707;292,86;67,38;360,24;
708;55,79;12,83;68,62;
709;89,19;20,52;109,71;
710;171,39;39,43;210,82;
711;274,18;63,08;337,26;
712;27,54;6,33;33,87;
713;30,31;6,97;37,28;
714;42,38;9,75;52,13;
715;1.985,41;456,84;2.442,25;
716;286,28;65,87;352,15;
717;2.820,88;649,08;3.469,96;
718;5.539,74;1.274,69;6.814,43;
719;4.265,13;981,40;5.246,53;
720;4.922,01;1.132,55;6.054,56;
721;586,78;135,01;721,79;
722;287,28;66,10;353,38;
723;535,69;123,26;658,95;
724;632,87;145,62;778,49;
725;2.363,75;543,89;2.907,64;
726;89,15;20,51;109,66;
727;40,48;9,31;49,79;
728;62,01;14,26;76,27;
729;57,74;13,28;71,02;
730;47,30;10,88;58,18;
731;48,21;11,09;59,30;
732;57,74;13,28;71,02;
733;59,09;13,59;72,68;
734;65,17;14,99;80,16;
735;68,23;15,69;83,92;
736;73,84;16,99;90,83;
738;544,12;125,20;669,32;
740;978,34;225,11;1.203,45;
741;287,89;66,24;354,13;
742;1.063,92;244,80;1.308,72;
744;1.692,17;389,36;2.081,53;
746;14,89;3,42;18,31;
747;15,08;3,46;18,54;
748;16,00;3,68;19,68;
749;26,89;6,18;33,07;
750;16,56;3,81;20,37;
751;103,58;23,83;127,41;
752;55,77;12,83;68,60;
753;67,17;15,45;82,62;
754;72,57;16,69;89,26;
755;81,28;18,70;99,98;
756;86,27;19,85;106,12;
757;93,68;21,55;115,23;
758;52,50;12,08;64,58;
759;63,17;14,53;77,70;
760;67,62;15,55;83,17;
761;69,65;16,02;85,67;
762;74,75;17,19;91,94;
763;78,76;18,12;96,88;
764;84,77;19,50;104,27;
765;49,55;11,40;60,95;
766;59,60;13,71;73,31;
767;63,17;14,53;77,70;
768;68,86;15,84;84,70;
769;72,08;16,58;88,66;
771;793,35;182,54;975,89;
772;25,52;5,87;31,39;
773;28,05;6,45;34,50;
774;30,57;7,03;37,60;
775;33,09;7,61;40,70;
776;24,39;5,61;30,00;
777;26,53;6,10;32,63;
778;28,67;6,59;35,26;
779;30,82;7,09;37,91;
780;48,94;11,26;60,20;
781;67,43;15,51;82,94;
782;7,83;1,80;9,63;
783;16,20;3,72;19,92;
785;47,63;10,95;58,58;
787;86,27;19,85;106,12;
789;61,22;14,08;75,30;
791;106,03;24,39;130,42;
793;248,26;57,12;305,38;
795;119,84;27,57;147,41;
797;80,95;18,62;99,57;
799;305,45;70,28;375,73;
801;177,03;40,73;217,76;
803;330,81;76,11;406,92;
805;256,90;59,11;316,01;
807;128,48;29,56;158,04;
809;89,59;20,61;110,20;
811;314,09;72,27;386,36;
813;185,67;42,72;228,39;
815;146,78;33,77;180,55;
817;212,18;48,82;261,00;
819;279,85;64,39;344,24;
821;323,85;74,51;398,36;
823;434,52;99,98;534,50;
825;624,38;143,66;768,04;
827;780,68;179,63;960,31;
828;52,54;12,08;64,62;
829;71,53;16,45;87,98;
830;97,41;22,41;119,82;
831;120,12;27,63;147,75;
832;22,44;5,16;27,60;
833;6,52;1,50;8,02;
834;18,91;4,35;23,26;
835;19,75;4,54;24,29;
836;1,04;0,23;1,27;
837;31,42;7,22;38,64;
838;1,41;0,32;1,73;
839;19,72;4,53;24,25;
841;21,87;5,03;26,90;
843;30,12;6,93;37,05;
844;40,71;9,36;50,07;
845;55,63;12,80;68,43;
847;267,13;61,46;328,59;
848;30,58;7,03;37,61;
849;77,99;17,94;95,93;
850;13,37;3,07;16,44;
851;13,37;3,07;16,44;
852;609,25;140,18;749,43;
853;246,05;56,61;302,66;
854;56,26;12,94;69,20;
855;12,35;2,84;15,19;
856;10,52;2,42;12,94;
857;10,07;2,31;12,38;
858;7,05;1,62;8,67;
859;9,81;2,25;12,06;
860;15,72;3,61;19,33;
861;121,49;27,95;149,44;
862;209,01;48,09;257,10;
863;62,28;14,33;76,61;
864;705,84;162,41;868,25;
865;299,30;68,86;368,16;
866;333,12;76,65;409,77;
867;13,47;3,09;16,56;
868;12,89;2,96;15,85;
869;13,28;3,05;16,33;
870;3.130,95;720,43;3.851,38;
871;13,24;3,04;16,28;
872;11,83;2,72;14,55;
873;13,18;3,03;16,21;
874;15,14;3,48;18,62;
875;16,52;3,80;20,32;
876;13,69;3,15;16,84;
877;10,48;2,41;12,89;
878;10,27;2,36;12,63;
879;1.582,02;364,02;1.946,04;
880;1.706,57;392,68;2.099,25;
881;78,67;18,10;96,77;
882;62,41;14,36;76,77;
883;50,73;11,67;62,40;
884;74,53;17,14;91,67;
885;26,94;6,19;33,13;
886;31,65;7,28;38,93;
887;98,65;22,69;121,34;
888;111,52;25,66;137,18;
889;83,67;19,25;102,92;
890;178,08;40,97;219,05;
892;209,84;48,28;258,12;
893;79,65;18,32;97,97;
894;52,08;11,98;64,06;
895;54,75;12,59;67,34;
896;126,50;29,10;155,60;
897;126,50;29,10;155,60;
898;50,36;11,58;61,94;
899;74,54;17,15;91,69;
900;32,39;7,45;39,84;
901;44,48;10,23;54,71;
902;20,91;4,81;25,72;
903;23,59;5,42;29,01;
904;19,01;4,37;23,38;
905;8,50;1,95;10,45;
906;22,58;5,19;27,77;
907;33,04;7,60;40,64;
908;13,17;3,03;16,20;
910;1.035,49;238,26;1.273,75;
911;40,23;9,25;49,48;
912;0,48;0,11;0,59;
913;1,87;0,43;2,30;
914;1,63;0,37;2,00;
915;1,40;0,32;1,72;
916;1,18;0,27;1,45;
917;0,94;0,21;1,15;
918;0,72;0,16;0,88;
919;90,37;20,79;111,16;
920;2.229,20;512,93;2.742,13;
921;69,80;16,06;85,86;
922;72,80;16,75;89,55;
923;75,80;17,44;93,24;
924;380,85;87,63;468,48;
925;332,99;76,62;409,61;
926;319,13;73,43;392,56;
927;366,28;84,28;450,56;
929;403,15;92,76;495,91;
930;390,46;89,84;480,30;
932;424,92;97,77;522,69;
933;417,93;96,16;514,09;
935;456,71;105,08;561,79;
936;450,18;103,58;553,76;
938;474,91;109,27;584,18;
939;515,65;118,65;634,30;
941;504,67;116,12;620,79;
943;410,60;94,47;505,07;
945;425,52;97,91;523,43;
947;319,76;73,57;393,33;
949;301,29;69,32;370,61;
950;387,87;89,24;477,11;
952;383,58;88,26;471,84;
954;368,80;84,86;453,66;
956;384,19;88,40;472,59;
958;390,10;89,76;479,86;
960;402,29;92,56;494,85;
962;364,37;83,84;448,21;
963;26,21;6,03;32,24;
964;43,08;9,91;52,99;
965;35,35;8,13;43,48;
966;56,74;13,05;69,79;
967;23,24;5,34;28,58;
968;11,41;2,62;14,03;
969;28,28;6,50;34,78;
970;20,55;4,72;25,27;
971;41,94;9,65;51,59;
972;8,44;1,94;10,38;
973;28,23;6,49;34,72;
974;47,69;10,97;58,66;
975;39,36;9,05;48,41;
976;62,85;14,46;77,31;
977;24,90;5,72;30,62;
978;13,43;3,09;16,52;
979;32,89;7,56;40,45;
980;24,56;5,65;30,21;
981;48,05;11,05;59,10;
982;10,10;2,32;12,42;
983;26,21;6,03;32,24;
984;43,08;9,91;52,99;
985;35,35;8,13;43,48;
986;56,74;13,05;69,79;
987;23,24;5,34;28,58;
988;28,23;6,49;34,72;
989;47,69;10,97;58,66;
990;39,36;9,05;48,41;
991;62,85;14,46;77,31;
992;24,90;5,72;30,62;
993;28,23;6,49;34,72;
994;47,69;10,97;58,66;
995;39,36;9,05;48,41;
996;62,85;14,46;77,31;
997;24,90;5,72;30,62;
998;28,23;6,49;34,72;
999;47,69;10,97;58,66;
1000;39,36;9,05;48,41;
1001;62,85;14,46;77,31;
1002;24,90;5,72;30,62;
1003;30,25;6,96;37,21;
1004;52,30;12,03;64,33;
1005;43,37;9,97;53,34;
1006;68,96;15,86;84,82;
1007;26,56;6,11;32,67;
1008;15,45;3,55;19,00;
1009;37,50;8,62;46,12;
1010;28,57;6,57;35,14;
1011;54,16;12,46;66,62;
1012;11,76;2,70;14,46;
1013;30,25;6,96;37,21;
1014;52,30;12,03;64,33;
1015;43,37;9,97;53,34;
1016;68,96;15,86;84,82;
1017;26,56;6,11;32,67;
1018;17,47;4,01;21,48;
1019;32,27;7,42;39,69;
1020;42,11;9,68;51,79;
1021;56,91;13,09;70,00;
1022;32,58;7,49;40,07;
1023;47,38;10,90;58,28;
1024;60,27;13,86;74,13;
1025;75,07;17,27;92,34;
1026;13,42;3,08;16,50;
1027;28,22;6,49;34,71;
1028;88,09;20,26;108,35;
1029;81,60;18,77;100,37;
1030;199,82;45,97;245,79;
1031;36,57;8,41;44,98;
1032;52,93;12,17;65,10;
1033;56,43;12,98;69,41;
1035;80,70;18,56;99,26;
1037;65,31;15,02;80,33;
1039;65,36;15,03;80,39;
1041;66,17;15,22;81,39;
1043;44,98;10,34;55,32;
1045;45,79;10,53;56,32;
1046;32,55;7,48;40,03;
1047;30,07;6,91;36,98;
1048;33,57;7,72;41,29;
1050;57,84;13,30;71,14;
1052;42,45;9,76;52,21;
1054;42,50;9,77;52,27;
1056;43,31;9,96;53,27;
1057;14,83;3,41;18,24;
1058;57,73;13,28;71,01;
1059;61,23;14,08;75,31;
1060;32,65;7,51;40,16;
1061;36,15;8,31;44,46;
1062;34,27;7,88;42,15;
1063;37,77;8,69;46,46;
1064;35,03;8,06;43,09;
1065;38,53;8,86;47,39;
1066;41,71;9,59;51,30;
1067;94,13;21,65;115,78;
1068;477,69;109,91;587,60;
1069;733,88;168,86;902,74;
1070;101,08;23,25;124,33;
1071;55,36;12,73;68,09;
1072;77,26;17,77;95,03;
1073;75,50;17,37;92,87;
1074;41,21;9,48;50,69;
1075;30,22;6,95;37,17;
1077;42,74;9,83;52,57;
1079;42,79;9,84;52,63;
1081;43,60;10,03;53,63;
1082;33,49;7,70;41,19;
1083;20,03;4,60;24,63;
1085;32,60;7,50;40,10;
1087;33,41;7,68;41,09;
1088;19,55;4,49;24,04;
1089;18,79;4,32;23,11;
1091;31,31;7,20;38,51;
1093;31,36;7,21;38,57;
1095;32,17;7,40;39,57;
1097;55,17;12,69;67,86;
1099;55,98;12,88;68,86;
1101;43,74;10,06;53,80;
1103;44,55;10,25;54,80;
1104;9,42;2,16;11,58;
1105;7,81;1,79;9,60;
1106;12,04;2,77;14,81;
1107;22,80;5,24;28,04;
1108;32,62;7,50;40,12;
1109;20,08;4,62;24,70;
1111;33,46;7,69;41,15;
1113;36,96;8,50;45,46;
1115;63,39;14,58;77,97;
1117;66,89;15,39;82,28;
1118;20,89;4,80;25,69;
1119;21,27;4,89;26,16;
1120;22,86;5,26;28,12;
1121;52,07;11,98;64,05;
1122;50,82;11,69;62,51;
1123;30,65;7,05;37,70;
1124;25,38;5,83;31,21;
1125;3.153,96;725,72;3.879,68;
1126;748,32;172,18;920,50;
1127;719,76;165,61;885,37;
1128;1.312,12;301,91;1.614,03;
1129;1.126,54;259,21;1.385,75;
1130;2.151,33;495,02;2.646,35;
1131;2.599,08;598,04;3.197,12;
1132;1.264,07;290,86;1.554,93;
1133;50,24;11,56;61,80;
1134;33,05;7,60;40,65;
1135;24,83;5,71;30,54;
1136;32,02;7,36;39,38;
1137;28,37;6,52;34,89;
1138;34,97;8,04;43,01;
1139;49,26;11,33;60,59;
1140;31,58;7,26;38,84;
1141;23,36;5,37;28,73;
1142;30,03;6,90;36,93;
1143;26,82;6,17;32,99;
1144;33,42;7,68;41,10;
1145;35,79;8,23;44,02;
1146;34,09;7,84;41,93;
1147;28,21;6,49;34,70;
1148;38,91;8,95;47,86;
1149;38,66;8,89;47,55;
1150;28,55;6,56;35,11;
1151;41,95;9,65;51,60;
1152;30,37;6,98;37,35;
1153;23,45;5,39;28,84;
1154;23,05;5,30;28,35;
1155;27,87;6,41;34,28;
1156;43,24;9,94;53,18;
1157;8,84;2,03;10,87;
1158;27,59;6,34;33,93;
1159;30,00;6,90;36,90;
1160;32,40;7,45;39,85;
1161;45,03;10,36;55,39;
1162;2.513,59;578,37;3.091,96;
1163;2.273,60;523,15;2.796,75;
1164;31,64;7,28;38,92;
1165;40,71;9,36;50,07;
1166;41,44;9,53;50,97;
1167;25,80;5,93;31,73;
1168;51,41;11,82;63,23;
1169;327,25;75,30;402,55;
1170;110,02;25,31;135,33;
1171;173,47;39,91;213,38;
1172;169,69;39,04;208,73;
1173;93,47;21,50;114,97;
1174;83,94;19,31;103,25;
1175;27,26;6,27;33,53;
